id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_24h_in_currency,date,change_symbol
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00010726,1037464238,105,1073822299,101719986.0,0.00010833,9.903e-05,8.31798,8.31798,81523703.0,8.52811,9661414544230.0,10000000000000.0,10000000000000.0,0.00034495,-68.86006,2024-06-05T07:25:59.137Z,8.428e-08,127352.87159,2021-07-06T01:11:20.438Z,,2025-08-03T19:09:13.511Z,8.3179822978449,03-08-2025,UP
saros-finance,saros,Saros,https://coin-images.coingecko.com/coins/images/34594/large/saros-token-logo.png?1705476813,0.394819,1035732572,106,3945648155,10071899.0,0.394665,0.350693,12.5824,12.5824,119628015.0,13.05834,2624999826.0,10000000000.0,10000000000.0,0.405788,-2.75155,2025-07-23T19:59:36.365Z,0.00101093,38935.75135,2024-08-05T07:07:02.188Z,,2025-08-03T19:09:07.073Z,12.582404518377762,03-08-2025,UP
wbnb,wbnb,Wrapped BNB,https://coin-images.coingecko.com/coins/images/12591/large/binance-coin-logo.png?1696512401,751.39,1012526063,107,1012526063,157831175.0,753.2,734.33,2.16739,2.16739,22285377.0,2.2505,1347544.744171382,1347544.744171382,,858.29,-12.44615,2025-07-28T08:28:32.937Z,23.6,3083.78779,2020-09-24T13:48:40.532Z,,2025-08-03T19:09:09.626Z,2.1673856136441803,03-08-2025,UP
paypal-usd,pyusd,PayPal USD,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,0.999771,1012248439,108,1012248439,19394291.0,1.001,0.999154,0.00798,0.00798,87426.0,0.00864,1012478283.752268,1012478283.752268,,1.021,-2.05318,2023-10-23T22:44:57.056Z,0.959426,4.20602,2024-12-05T22:31:13.430Z,,2025-08-03T19:09:06.669Z,0.007984111775012915,03-08-2025,UP
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,0.999314,997847275,109,997847275,173059135.0,1.004,0.996903,0.1113,0.1113,572218.0,0.05738,998999979.839804,998999979.839804,,1.031,-3.12904,2024-03-05T20:15:29.285Z,0.942892,5.92925,2024-12-05T22:30:25.440Z,,2025-08-03T19:09:18.783Z,0.1113010261954175,03-08-2025,UP
sonic-3,s,Sonic,https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.302234,973804379,110,973804379,106385212.0,0.304032,0.28131,7.43811,7.43811,68334757.0,7.54689,3222625000.0,3222625000.0,,1.029,-70.64009,2025-01-04T21:35:44.705Z,0.250194,20.80735,2025-06-22T19:45:12.848Z,,2025-08-03T19:09:07.468Z,7.438110708259982,03-08-2025,UP
jupiter-staked-sol,jupsol,Jupiter Staked SOL,https://coin-images.coingecko.com/coins/images/37482/large/jupsol.png?1714473916,182.35,968828488,111,968828488,4543800.0,183.38,176.56,3.27592,3.27592,33318923.0,3.56158,5313042.567409232,5313042.567409232,,309.67,-41.11379,2025-01-19T11:22:28.048Z,105.7,72.51252,2025-04-07T07:01:06.676Z,,2025-08-03T19:09:13.658Z,3.2759249086517555,03-08-2025,UP
pax-gold,paxg,PAX Gold,https://coin-images.coingecko.com/coins/images/9519/large/paxgold.png?1696509604,3361.51,952661664,112,952661664,33498890.0,3364.61,3357.89,0.10769,0.10769,1137557.0,0.11955,283380.049,283380.049,,3518.57,-4.46166,2025-04-22T06:22:41.622Z,1399.64,140.17426,2019-11-18T03:09:35.959Z,,2025-08-03T19:09:06.384Z,0.10769008064604622,03-08-2025,UP
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.091347,951665963,113,986609520,28905279.0,0.091362,0.086231,5.93299,5.93299,53005584.0,5.89829,10417741063.68495,10800262816.04821,10800262823.318213,2.84,-96.78485,2021-02-12T07:28:45.775Z,0.052051,75.51744,2022-11-22T10:05:03.503Z,,2025-08-03T19:09:08.746Z,5.932988917006287,03-08-2025,UP
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,0.49633,938709918,114,992869117,22216045.0,0.498147,0.474107,4.68721,4.68721,43328673.0,4.83913,1890903648.3898141,2000000000.0,2000000000.0,9.52,-94.78156,2021-11-26T01:03:01.536Z,0.343711,44.53814,2025-06-22T20:21:37.426Z,,2025-08-03T19:09:13.626Z,4.68721296497531,03-08-2025,UP
fartcoin,fartcoin,Fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,0.929642,930833805,115,930833805,116094166.0,0.94539,0.889775,4.47504,4.47504,44840726.0,5.06107,999983255.764164,999983255.764164,1000000000.0,2.48,-62.50036,2025-01-19T20:41:07.782Z,0.02002855,4541.21628,2024-10-30T07:56:04.381Z,,2025-08-03T19:09:13.002Z,4.475040058590265,03-08-2025,UP
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),https://coin-images.coingecko.com/coins/images/39532/large/wbtc.png?1722810336,114246.0,913295523,116,913295523,94328539.0,114323.0,111743.0,2.11489,2.11489,20119247.0,2.25255,7988.4418639,7988.4418639,,122778.0,-6.95406,2025-07-14T07:45:32.952Z,49594.0,130.3507,2024-08-05T13:30:13.831Z,,2025-08-03T19:09:10.953Z,2.1148937658080422,03-08-2025,UP
pancakeswap-token,cake,PancakeSwap,https://coin-images.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1696512440,2.59,893202087,117,943943131,456349405.0,2.6,2.5,3.16528,3.16528,28913020.0,3.3453,345048229.2106269,364649736.733956,450000000.0,43.96,-94.11178,2021-04-30T10:08:22.934Z,0.194441,1231.37433,2020-11-03T14:29:34.165Z,,2025-08-03T19:09:06.587Z,3.1652818128950044,03-08-2025,UP
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,0.89111,891895906,118,891895906,167573686.0,0.897437,0.826962,7.75705,7.75705,68674418.0,8.34216,998926392.0,998926392.0,998926392.0,4.83,-81.52385,2024-03-31T09:34:58.366Z,0.00155464,57248.32624,2023-12-13T07:13:50.873Z,,2025-08-03T19:09:12.778Z,7.757050091545056,03-08-2025,UP
clbtc,clbtc,clBTC,https://coin-images.coingecko.com/coins/images/54164/large/clBTC.png?1738482999,114156.0,881651642,119,881651642,7.56,114408.0,111674.0,1.61916,1.61916,19452318.0,2.25613,7723.217000000001,7723.217000000001,,129190.0,-11.6368,2025-07-24T19:16:34.717Z,51493.0,121.69294,2025-04-21T12:36:24.067Z,,2025-08-03T07:09:16.160Z,1.6191578569555685,03-08-2025,UP
syrupusdc,syrupusdc,SyrupUSDC,https://coin-images.coingecko.com/coins/images/54658/large/SyrupUSDCO.png?1748850129,1.11,854258295,120,854258295,2623385.0,1.12,1.11,0.05355,0.05355,1239855.0,0.14535,766403465.207049,766403465.207049,,1.12,-0.07568,2025-08-03T13:59:29.429Z,1.055,5.69499,2025-08-01T06:27:19.933Z,,2025-08-03T19:09:07.723Z,0.053548784393169964,03-08-2025,UP
ethereum-name-service,ens,Ethereum Name Service,https://coin-images.coingecko.com/coins/images/19785/large/ENS.jpg?1727872989,25.31,839979146,121,2532683036,53251093.0,25.42,24.22,3.85425,3.85425,31391648.0,3.88228,33165585.054507963,100000000.0,100000000.0,83.4,-69.61541,2021-11-11T02:20:01.099Z,6.69,278.73459,2023-10-19T02:35:00.861Z,,2025-08-03T19:09:20.002Z,3.854252998780431,03-08-2025,UP
msol,msol,Marinade Staked SOL,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,212.24,836903000,122,836903000,7464508.0,213.25,205.25,3.40903,3.40903,27962254.0,3.45665,3940410.0,3940410.0,3940410.0,363.77,-41.57841,2025-01-19T11:26:02.862Z,8.93,2279.78177,2022-12-29T20:45:33.039Z,,2025-08-03T19:09:05.794Z,3.4090340537138575,03-08-2025,UP
tether-gold,xaut,Tether Gold,https://coin-images.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,3357.17,827600739,123,827600739,11206512.0,3361.05,3345.41,0.33901,0.33901,2780777.0,0.33714,246524.33,246524.33,,3530.16,-4.91677,2025-04-22T06:22:47.627Z,1447.84,131.83412,2020-03-19T13:45:41.821Z,,2025-08-03T19:09:07.928Z,0.33901491131531714,03-08-2025,UP
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,0.915459,821735963,124,916186638,53170131.0,0.916187,0.85711,6.8076,6.8076,53519215.0,6.96668,896908914.256508,1000000000.0,1000000000.0,7.3,-87.45184,2021-08-20T08:35:20.158Z,0.40615,125.6251,2022-06-18T20:55:12.035Z,,2025-08-03T19:09:20.018Z,6.807602627568686,03-08-2025,UP
kaia,kaia,Kaia,https://coin-images.coingecko.com/coins/images/39901/large/KAIA.png?1724734368,0.137858,807788496,125,807788522,27849212.0,0.139686,0.13286,0.65742,0.65742,5675070.0,0.70751,5856641747.106198,5856641936.044253,,0.406698,-66.09639,2024-12-03T00:11:32.242Z,0.090737,51.96213,2025-04-07T07:06:20.797Z,,2025-08-03T19:09:13.631Z,0.65742286041889,03-08-2025,UP
tezos,xtz,Tezos,https://coin-images.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,0.758729,799464210,126,814726194,22011163.0,0.762729,0.724365,4.74408,4.74408,36384389.0,4.7681,1053294247.006379,1073401913.739875,,9.12,-91.67295,2021-10-04T00:41:18.025Z,0.350476,116.59082,2018-12-07T00:00:00.000Z,"{'times': 0.6143172040606002, 'currency': 'usd', 'percentage': 61.43172040606002}",2025-08-03T19:09:08.137Z,4.74407624788326,03-08-2025,UP
virtual-protocol,virtual,Virtuals Protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,1.22,799060380,127,1219342720,134753126.0,1.24,1.14,6.74068,6.74068,51175650.0,6.84272,655320581.1505271,1000000000.0,1000000000.0,5.07,-75.93227,2025-01-02T06:15:38.599Z,0.00748604,16184.08458,2024-01-23T20:55:21.653Z,,2025-08-03T19:09:12.325Z,6.740679440225453,03-08-2025,UP
vaulta,a,Vaulta,https://coin-images.coingecko.com/coins/images/55616/large/Vaulta_CEX_Icon_Circle_-_cmc.png?1746859132,0.495621,784659318,128,1041551975,38705576.0,0.498458,0.479711,3.31646,3.31646,27439265.0,3.62368,1582047374.3034,2100000000.0,2100000000.0,0.778734,-36.30873,2025-05-28T08:22:53.913Z,0.455113,8.98086,2025-06-22T20:20:22.608Z,,2025-08-03T19:09:08.891Z,3.316461214591109,03-08-2025,UP
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,0.747098,747657164,129,747657164,18151758.0,0.752495,0.716466,4.27539,4.27539,31460226.0,4.39268,1000000000.0,1000000000.0,1000000000.0,15.72,-95.24466,2021-04-16T13:15:11.190Z,0.04039979,1750.31951,2020-03-13T02:24:16.483Z,"{'times': 3.9806538825782574, 'currency': 'usd', 'percentage': 398.06538825782576}",2025-08-03T19:09:08.675Z,4.27539345169431,03-08-2025,UP
super-oeth,superoeth,Super OETH,https://coin-images.coingecko.com/coins/images/39828/large/Super_OETH.png?1724208268,3490.84,747258456,130,747258456,601851.0,3504.99,3375.31,2.97708,2.97708,24768187.0,3.42817,213801.0525191967,213801.0525191967,,4099.87,-14.85478,2024-12-16T18:57:25.332Z,1312.97,165.8731,2025-03-21T12:27:33.460Z,,2025-08-03T19:09:08.001Z,2.9770754996967774,03-08-2025,UP
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,3486.07,744823786,131,10534281874,437790.0,3494.78,3353.01,3.20049,3.20049,47170601.0,6.76133,213597.23134586695,3020974.20107691,,5307.23,-34.30245,2024-08-06T16:16:30.007Z,1394.71,149.99574,2025-04-09T01:25:53.228Z,,2025-08-03T19:09:12.539Z,3.2004860331128198,03-08-2025,UP
mantle-restaked-eth,cmeth,Mantle Restaked ETH,https://coin-images.coingecko.com/coins/images/51114/large/symbol.png?1730117724,3731.17,732017298,132,732017298,5185383.0,3746.71,3622.8,2.93447,2.93447,20234803.0,2.84284,196268.859801891,196268.859801891,,4298.87,-13.20469,2024-12-16T18:57:30.480Z,1480.7,151.98972,2025-04-09T01:30:47.033Z,,2025-08-03T19:09:05.295Z,2.9344721694252023,03-08-2025,UP
cgeth-hashkey-cloud,cgeth.hashkey,cgETH Hashkey Cloud,https://coin-images.coingecko.com/coins/images/54162/large/Cgeth_Hashkey.png?1738482570,3650.2,729705524,133,729705524,25.27,3652.09,3523.13,2.38157,2.38157,14474375.0,2.02373,199929.02,199929.02,,4102.39,-11.02263,2025-07-28T07:20:03.737Z,1430.7,155.13265,2025-04-09T01:56:39.147Z,,2025-08-03T19:09:11.821Z,2.3815738878469506,03-08-2025,UP
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.0148964,721725217,134,745275937,20244610.0,0.0149912,0.01407449,5.83967,5.83967,40991449.0,6.02166,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.68884,2021-02-16T03:53:32.207Z,0.00275026,441.93855,2022-12-29T20:41:09.113Z,,2025-08-03T19:09:13.720Z,5.839671033904284,03-08-2025,UP
iota,iota,IOTA,https://coin-images.coingecko.com/coins/images/692/large/IOTA_Thumbnail_%281%29.png?1743772896,0.183347,721397354,135,857037541,11360264.0,0.184304,0.173045,5.95324,5.95324,42806164.0,6.30809,3930078242.0,4669028208.0,,5.25,-96.50295,2017-12-19T00:00:00.000Z,0.081637,124.83864,2020-03-13T02:22:41.168Z,"{'times': 0.1967491835730612, 'currency': 'btc', 'percentage': 19.67491835730612}",2025-08-03T19:09:13.703Z,5.9532382571377,03-08-2025,UP
memecore,m,MemeCore,https://coin-images.coingecko.com/coins/images/53247/large/square-bg-transparent.png?1752637478,0.429832,715148898,136,2262543150,28399122.0,0.463221,0.376527,2.87775,2.87775,28729451.0,4.18541,1663788027.535408,5263788027.094684,10000000000.0,0.897338,-52.06757,2025-07-11T15:51:55.240Z,0.04746135,806.24504,2025-07-04T03:56:17.448Z,,2025-08-03T19:09:05.524Z,2.8777456524973646,03-08-2025,UP
ousg,ousg,OUSG,https://coin-images.coingecko.com/coins/images/29023/large/OUSG.png?1696527993,112.03,701072269,137,701072269,0.0,112.03,112.03,0.0,0.0,0.0,0.0,6257878.114346326,6257878.114346326,,112.03,0.0,2025-08-01T21:15:22.073Z,95.09,17.81434,2023-03-22T20:00:17.106Z,,2025-08-03T19:05:14.243Z,0.0,03-08-2025,DOWN
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,2.57,688031902,138,1424932860,35380053.0,2.58,2.45,4.7463,4.7463,31821950.0,4.84936,267982945.783141,555000000.0,555000000.0,16.83,-84.74076,2021-09-12T20:20:23.998Z,0.134391,1811.26115,2022-12-29T22:15:53.927Z,,2025-08-03T19:09:07.021Z,4.746302207320254,03-08-2025,UP
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.01506958,685797435,139,685797435,57326042.0,0.01510804,0.01437336,4.84376,4.84376,30658629.0,4.67971,45499655518.40121,45499655518.40121,50000000000.0,0.824837,-98.17079,2021-11-26T01:03:48.731Z,0.00013475,11097.07495,2020-12-28T08:46:48.367Z,,2025-08-03T19:09:13.016Z,4.843764012960397,03-08-2025,UP
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,https://coin-images.coingecko.com/coins/images/31700/large/usdy_%281%29.png?1696530524,1.081,678863726,140,679004849,1243824.0,1.088,1.075,-0.36036,-0.36036,-4358577.557275653,-0.63794,627771536.5799218,627902038.7851254,,1.26,-14.37951,2024-03-27T05:24:08.110Z,0.934184,15.76162,2024-01-14T11:40:50.825Z,,2025-08-03T19:09:05.959Z,-0.3603619624358209,03-08-2025,DOWN
usdx-money-usdx,usdx,Stables Labs USDX,https://coin-images.coingecko.com/coins/images/50360/large/USDX200px.png?1731906044,0.997899,676102223,141,676102223,536371.0,0.998603,0.996771,-0.00281,-0.00281,472912.0,0.07,677474902.8681083,677474902.8681083,,1.057,-5.61647,2024-12-06T21:42:23.559Z,0.944423,5.66271,2025-02-05T20:50:54.140Z,,2025-08-03T19:09:08.786Z,-0.002810091560201106,03-08-2025,DOWN
aerodrome-finance,aero,Aerodrome Finance,https://coin-images.coingecko.com/coins/images/31745/large/token.png?1696530564,0.775191,672909092,142,1321384472,22247215.0,0.775701,0.732276,5.86056,5.86056,36917117.0,5.80465,868681001.862073,1705819702.766999,,2.32,-66.53096,2024-12-07T14:00:38.622Z,1.861e-05,4166787.12341,2023-10-17T01:23:50.860Z,,2025-08-03T19:09:20.121Z,5.860556414265474,03-08-2025,UP
tbtc,tbtc,tBTC,https://coin-images.coingecko.com/coins/images/11224/large/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1696511155,114033.0,657724093,143,657724093,3996358.0,114092.0,111692.0,1.82006,1.82006,11458966.0,1.77311,5767.83501251,5767.83501251,,122930.0,-7.17989,2025-07-14T07:57:21.537Z,10104.3,1029.26054,2020-09-23T00:00:00.000Z,,2025-08-03T19:09:07.878Z,1.8200609234422687,03-08-2025,UP
pendle,pendle,Pendle,https://coin-images.coingecko.com/coins/images/15069/large/Pendle_Logo_Normal-03.png?1696514728,3.95,654941582,144,1111849827,66060827.0,3.99,3.7,6.81502,6.81502,43229105.0,7.0669,165835374.573667,281527448.4585314,281527448.4585314,7.5,-47.36757,2024-04-11T08:25:36.646Z,0.03377729,11592.05903,2022-11-14T20:15:58.336Z,,2025-08-03T19:09:19.782Z,6.815021908041515,03-08-2025,UP
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.113221,650984007,145,1132149011,16435667.0,0.113349,0.106081,6.73124,6.73124,42141726.0,6.92162,5749985208.193422,10000000000.0,10000000000.0,1.2,-90.53218,2024-03-16T07:01:15.357Z,0.081442,39.0811,2025-06-22T20:20:35.064Z,,2025-08-03T19:09:07.089Z,6.731241598006661,03-08-2025,UP
the-sandbox,sand,The Sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.265229,649039672,146,796088616,29243571.0,0.266507,0.253885,4.4683,4.4683,28043816.0,4.51594,2445857126.2233224,3000000000.0,3000000000.0,8.4,-96.84039,2021-11-25T06:04:40.957Z,0.02897764,815.55339,2020-11-04T15:59:14.441Z,,2025-08-03T19:09:08.661Z,4.468299020268636,03-08-2025,UP
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,6.54335e-07,645211045,147,647788364,18653716.0,6.55141e-07,6.37667e-07,2.6139,2.6139,16381901.0,2.60514,986061142857000.0,990000000000000.0,990000000000000.0,3.43e-06,-80.94189,2022-01-21T04:00:31.909Z,3.65368e-07,78.9836,2023-10-13T05:10:41.241Z,,2025-08-03T19:09:11.450Z,2.613904472443741,03-08-2025,UP
l2-standard-bridged-weth-base,weth,L2 Standard Bridged WETH (Base),https://coin-images.coingecko.com/coins/images/39810/large/weth.png?1724139790,3492.51,631074486,148,631074486,552536515.0,3509.02,3374.24,3.14827,3.14827,18413804.0,3.00555,180411.5597644224,180411.5597644224,,4096.05,-14.66594,2024-12-06T20:26:07.826Z,1394.17,150.7097,2025-04-09T01:31:06.248Z,,2025-08-03T19:09:14.152Z,3.1482719016792062,03-08-2025,UP
jito-governance-token,jto,Jito,https://coin-images.coingecko.com/coins/images/33228/large/jto.png?1701137022,1.69,608650443,149,1687160680,15926178.0,1.7,1.62,4.29741,4.29741,27940798.0,4.81149,360754283.9,1000000000.0,,6.01,-71.94554,2023-12-07T16:04:48.717Z,1.43,18.34998,2025-04-07T06:57:23.706Z,,2025-08-03T19:09:14.019Z,4.2974053520570346,03-08-2025,UP
ripple-usd,rlusd,Ripple USD,https://coin-images.coingecko.com/coins/images/39651/large/RLUSD_200x200_%281%29.png?1727376633,1.0,602995041,150,602995041,49020794.0,1.002,0.998243,0.11232,0.11232,8701.6,0.00144,602743523.84,602743523.84,,1.073,-6.75778,2024-12-26T10:45:52.337Z,0.962292,3.95176,2024-12-18T04:40:40.880Z,,2025-08-03T19:09:07.001Z,0.1123200834209386,03-08-2025,UP
zcash,zec,Zcash,https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,36.18,586354774,151,586457417,57572148.0,36.4,34.85,3.79585,3.79585,22538933.0,3.99757,16200490.7905448,16203326.7280448,21000000.0,3191.93,-98.86465,2016-10-29T00:00:00.000Z,16.08,125.36893,2024-07-05T04:22:29.321Z,,2025-08-03T19:09:09.668Z,3.7958515910167168,03-08-2025,UP
usual-usd,usd0,Usual USD,https://coin-images.coingecko.com/coins/images/38272/large/USD0LOGO.png?1716962811,0.997475,582127548,152,582127548,267876.0,0.998072,0.997368,-0.00689,-0.00689,-39827.589237213135,-0.00684,583601353.9320651,583601353.9320651,,1.33,-24.75912,2024-07-12T08:28:59.311Z,0.962885,3.59162,2025-04-10T08:30:51.088Z,,2025-08-03T19:09:08.366Z,-0.006886006115293287,03-08-2025,DOWN
newton-project,ab,AB,https://coin-images.coingecko.com/coins/images/4376/large/400%E6%96%B9.png?1740377493,0.00817182,580294712,153,810334410,45961176.0,0.0082718,0.0081676,-1.01919,-1.01919,-2519444.141512871,-0.43229,70769360587.95,98823661261.46,100000000000.0,0.01727373,-52.66401,2025-03-22T08:04:44.760Z,3.8e-06,214803.07004,2022-10-11T02:32:18.937Z,"{'times': 2.4049244630729194, 'currency': 'usd', 'percentage': 240.49244630729197}",2025-08-03T19:09:05.872Z,-1.019191299389478,03-08-2025,DOWN
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.357882,572663516,154,572663516,12583606.0,0.363282,0.347484,2.99237,2.99237,17330299.0,3.1207,1599321655.647005,1599321655.647005,,42.4,-99.15517,2021-04-05T13:49:10.098Z,0.292024,22.6552,2025-06-22T20:20:12.921Z,,2025-08-03T19:09:12.946Z,2.9923687469298734,03-08-2025,UP
usdd,usdd,USDD,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,0.999537,570136168,155,570136168,9462467.0,0.999988,0.998818,0.00549,0.00549,1272697.0,0.22373,570312905.0,570312905.0,,1.052,-4.95122,2023-10-23T22:45:25.398Z,0.928067,7.72296,2022-06-19T16:15:11.558Z,,2025-08-03T19:09:08.247Z,0.005488438869215857,03-08-2025,UP
bitcoin-avalanche-bridged-btc-b,btc.b,Avalanche Bridged BTC (Avalanche),https://coin-images.coingecko.com/coins/images/26115/large/btcb.png?1696525205,114338.0,562929495,156,562929495,43131944.0,114345.0,111944.0,1.97905,1.97905,17599926.0,3.22739,4920.34259124,4920.34259124,,123072.0,-7.04622,2025-07-14T07:42:33.403Z,7806.11,1365.519,2023-03-03T05:01:42.603Z,,2025-08-03T19:09:11.941Z,1.9790499934275814,03-08-2025,UP
solv-protocol-solvbtc-bbn,xsolvbtc,Solv Protocol Staked BTC,https://coin-images.coingecko.com/coins/images/39384/large/xSolvBTC.png?1744170824,113482.0,550117202,157,550117202,305850.0,113668.0,111416.0,1.48271,1.48271,8067609.0,1.48835,4847.204200931024,4847.204200931024,21000000.0,121137.0,-6.31894,2025-07-14T07:15:25.142Z,11402.13,895.27408,2024-09-10T17:58:43.974Z,,2025-08-03T19:09:07.203Z,1.482713286360703,03-08-2025,UP
stader-ethx,ethx,Stader ETHx,https://coin-images.coingecko.com/coins/images/30870/large/staderx.png?1696529717,3719.95,543954193,159,543954193,49907.0,3739.16,3595.67,3.15152,3.15152,17059109.0,3.23767,146224.78651353,146224.78651353,,4275.3,-12.98987,2024-12-16T18:57:35.904Z,1474.49,152.2867,2025-04-09T01:32:31.885Z,,2025-08-03T19:09:07.279Z,3.1515217140374583,03-08-2025,UP
morpho,morpho,Morpho,https://coin-images.coingecko.com/coins/images/29837/large/Morpho-token-icon.png?1726771230,1.68,543852153,158,1683028605,18132959.0,1.68,1.57,6.84858,6.84858,35106664.0,6.90063,323138983.76675946,1000000000.0,1000000000.0,4.17,-59.62375,2025-01-17T12:46:19.818Z,0.713151,136.1259,2024-11-25T01:55:43.353Z,,2025-08-03T19:09:05.817Z,6.84858304164542,03-08-2025,UP
walrus-2,wal,Walrus,https://coin-images.coingecko.com/coins/images/54914/large/WAL_logo.png?1742494301,0.376656,532631986,160,1884033553,22212681.0,0.381562,0.362122,4.01338,4.01338,21097296.0,4.12431,1413541667.0,5000000000.0,5000000000.0,0.759179,-50.38641,2025-05-14T08:10:39.605Z,0.360051,4.61186,2025-06-22T20:31:22.243Z,,2025-08-03T19:09:09.058Z,4.013375324128486,03-08-2025,UP
arbitrum-bridged-weth-arbitrum-one,weth,Arbitrum Bridged WETH (Arbitrum One),https://coin-images.coingecko.com/coins/images/39713/large/WETH.PNG?1723731496,3493.81,532391629,161,532391629,295224956.0,3506.66,3373.11,3.19413,3.19413,9613596.0,1.83894,152227.5251350719,152227.5251350719,,4097.16,-14.72456,2024-12-06T20:22:25.030Z,1395.31,150.4015,2025-04-09T01:32:31.046Z,,2025-08-03T19:09:11.242Z,3.1941264767477184,03-08-2025,UP
decentraland,mana,Decentraland,https://coin-images.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,0.276595,531258555,162,607101940,22383701.0,0.277691,0.264123,4.7221,4.7221,24438810.0,4.82199,1919192152.838888,2193179327.320146,2193179327.320146,5.85,-95.26941,2021-11-25T10:04:18.534Z,0.00923681,2896.47254,2017-10-31T00:00:00.000Z,"{'times': 12.82973553701452, 'currency': 'usd', 'percentage': 1282.973553701452}",2025-08-03T19:09:12.426Z,4.722102818974349,03-08-2025,UP
beldex,bdx,Beldex,https://coin-images.coingecko.com/coins/images/5111/large/Beldex.png?1696505631,0.073841,527882089,163,733812124,2902311.0,0.076114,0.073871,-2.10872,-2.10872,-10586345.85876298,-1.96601,7147643737.544926,9935983337.615946,,0.450785,-83.60211,2018-12-17T00:00:00.000Z,0.00027519,26761.58523,2019-11-01T11:05:12.090Z,"{'times': -0.7046363198969816, 'currency': 'usd', 'percentage': -70.46363198969816}",2025-08-03T19:09:11.204Z,-2.108724463803418,03-08-2025,DOWN
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/helium_logo_use.png?1748092589,2.8,521794880,164,625737290,6039263.0,2.81,2.73,1.78299,1.78299,10398272.0,2.03331,185957046.3310418,223000000.0,223000000.0,54.88,-94.88583,2021-11-12T23:08:25.301Z,0.113248,2378.20059,2020-04-18T00:19:10.902Z,,2025-08-03T19:09:13.485Z,1.7829887022907578,03-08-2025,UP
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.052246,518904455,165,518904455,41384522.0,0.052887,0.04594694,13.71004,13.71004,63472709.0,13.93682,9909850568.299517,9909850568.299517,9999998988.0,0.234204,-77.6567,2024-12-01T16:31:18.357Z,0.00084753,6074.30356,2024-02-29T08:40:24.951Z,,2025-08-03T19:09:11.316Z,13.71004348724528,03-08-2025,UP
