number,rank,gainer_rank,loser_rank,name,symbol,current_price,price_change_24h,change_symbol,market_cap,volume_24h,ath,id,image,date,last_updated
161,161,,,Arbitrum Bridged WETH (Arbitrum One),WETH,3489.81,-0.62061,DOWN,530719157,450797589.0,4097.16,arbitrum-bridged-weth-arbitrum-one,https://coin-images.coingecko.com/coins/images/39713/large/WETH.PNG?1723731496,03-08-2025,2025-08-03T14:09:01.482Z
162,162,,2.0,Beldex,BDX,0.074235,-2.83013,DOWN,530417842,2871769.0,0.450785,beldex,https://coin-images.coingecko.com/coins/images/5111/large/Beldex.png?1696505631,03-08-2025,2025-08-03T14:09:01.107Z
163,163,,,Decentraland,MANA,0.27575,1.25541,UP,529063146,25296344.0,5.85,decentraland,https://coin-images.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,03-08-2025,2025-08-03T14:09:02.206Z
164,164,,4.0,Helium,HNT,2.79,-2.26341,DOWN,518822603,8531087.0,54.88,helium,https://coin-images.coingecko.com/coins/images/4284/large/helium_logo_use.png?1748092589,03-08-2025,2025-08-03T14:09:04.071Z
165,165,,,Bitcoin SV,BSV,25.91,-0.7095,DOWN,515316268,12141887.0,489.75,bitcoin-cash-sv,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,03-08-2025,2025-08-03T14:09:01.188Z
166,166,8.0,,Brett,BRETT,0.052011,6.53334,UP,515402378,47279019.0,0.234204,based-brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,03-08-2025,2025-08-03T14:09:01.016Z
167,167,,,Binance-Peg Dogecoin,DOGE,0.198364,-0.47775,DOWN,509207309,2899208.0,0.480585,binance-peg-dogecoin,https://coin-images.coingecko.com/coins/images/15768/large/dogecoin.png?1696515392,03-08-2025,2025-08-03T14:09:01.250Z
168,168,,,BUILDon,B,0.495034,0.7803,UP,495318207,27751104.0,0.609597,build-on,https://coin-images.coingecko.com/coins/images/55974/large/T7asvmCb_400x400.jpg?1747902862,03-08-2025,2025-08-03T14:09:01.510Z
169,169,,,Coinbase Wrapped Staked ETH,CBETH,3847.94,-0.47153,DOWN,493834662,9652273.0,4434.57,coinbase-wrapped-staked-eth,https://coin-images.coingecko.com/coins/images/27008/large/cbeth.png?1709186989,03-08-2025,2025-08-03T14:09:02.117Z
170,170,,,Onyxcoin,XCN,0.0143261,1.00539,UP,494545280,18396101.0,0.184139,chain-2,https://coin-images.coingecko.com/coins/images/24210/large/onyxlogo.jpg?1696523397,03-08-2025,2025-08-03T14:09:01.615Z
171,171,,,TrueUSD,TUSD,0.997832,0.1733,UP,493470614,24313665.0,1.62,true-usd,https://coin-images.coingecko.com/coins/images/3449/large/tusd.png?1696504140,03-08-2025,2025-08-03T14:09:07.392Z
172,172,3.0,,Telcoin,TEL,0.00525546,9.55801,UP,486488626,2506370.0,0.064483,telcoin,https://coin-images.coingecko.com/coins/images/1899/large/tel.png?1696502892,03-08-2025,2025-08-03T14:09:07.025Z
173,173,,,Maple Finance,SYRUP,0.404183,0.72506,UP,482766217,58161668.0,0.653229,syrup,https://coin-images.coingecko.com/coins/images/51232/large/_syrup_token_logo.png?1747292046,03-08-2025,2025-08-03T14:09:06.866Z
174,174,,,Core,CORE,0.476176,1.00957,UP,479433958,15116614.0,6.14,coredaoorg,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,03-08-2025,2025-08-03T14:09:02.510Z
175,175,7.0,,Rekt,REKT,1.12e-06,6.59485,UP,471057616,8683630.0,1.19e-06,rekt-4,https://coin-images.coingecko.com/coins/images/51727/large/rektcion_trans_200px.png?1731910587,03-08-2025,2025-08-03T14:09:05.757Z
176,176,,,APENFT,NFT,4.72034e-07,-0.12106,DOWN,467368811,9865099.0,7.53e-06,apenft,https://coin-images.coingecko.com/coins/images/15687/large/apenft.jpg?1696515316,03-08-2025,2025-08-03T14:09:00.806Z
177,177,,,Mog Coin,MOG,1.19e-06,-0.9567,DOWN,464525822,28686401.0,4.02e-06,mog-coin,https://coin-images.coingecko.com/coins/images/31059/large/MOG_LOGO_200x200.png?1696529893,03-08-2025,2025-08-03T14:09:08.632Z
178,178,,,Swell Ethereum,SWETH,3822.18,-0.6642,DOWN,463718889,99061.0,4395.57,sweth,https://coin-images.coingecko.com/coins/images/30326/large/_lB7zEtS_400x400.jpg?1696529227,03-08-2025,2025-08-03T14:09:06.726Z
179,179,,,Savings Dai,SDAI,1.16,0.02662,UP,449593845,26602584.0,1.27,savings-dai,https://coin-images.coingecko.com/coins/images/32254/large/sdai.png?1697015278,03-08-2025,2025-08-03T14:09:05.840Z
180,180,,,THORChain,RUNE,1.28,0.28284,UP,448814534,72765877.0,20.87,thorchain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,03-08-2025,2025-08-03T14:09:07.212Z
181,181,,,Starknet,STRK,0.115499,1.54829,UP,443057221,24646301.0,4.41,starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,03-08-2025,2025-08-03T14:09:06.653Z
182,182,,,Reserve Rights,RSR,0.00751887,2.95038,UP,443015485,22550232.0,0.117424,reserve-rights-token,https://coin-images.coingecko.com/coins/images/8365/large/RSR_Blue_Circle_1000.png?1721777856,03-08-2025,2025-08-03T14:09:05.880Z
183,183,,,Superstate Short Duration U.S. Government Securities Fund (USTB),USTB,10.77,0.0,DOWN,442554513,0.0,10.77,superstate-short-duration-us-government-securities-fund-ustb,https://coin-images.coingecko.com/coins/images/35012/large/ustb.jpeg?1707102680,03-08-2025,2025-08-03T14:05:10.346Z
184,184,,,ApeCoin,APE,0.55112,0.08792,UP,440655314,28215470.0,26.7,apecoin,https://coin-images.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,03-08-2025,2025-08-03T14:09:00.799Z
185,185,,,Mantle Bridged USDT (Mantle),USDT,0.999001,-0.02697,DOWN,427425522,3591907.0,1.26,mantle-bridged-usdt-mantle,https://coin-images.coingecko.com/coins/images/35069/large/logo.png?1707291114,03-08-2025,2025-08-03T14:09:08.337Z
186,186,,,Zebec Network,ZBCN,0.00493633,1.66374,UP,424168877,23854851.0,0.00700261,zebec-network,https://coin-images.coingecko.com/coins/images/37052/large/zbcn.jpeg?1713168241,03-08-2025,2025-08-03T14:09:08.069Z
187,187,,,Tokenize Xchange,TKX,5.3,1.04323,UP,424031677,483857.0,50.43,tokenize-xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,03-08-2025,2025-08-03T14:09:06.936Z
188,188,,,Keeta,KTA,1.039,5.41693,UP,422470476,10382324.0,1.68,keeta,https://coin-images.coingecko.com/coins/images/54723/large/2025-03-05_22.53.06.jpg?1741234207,03-08-2025,2025-08-03T14:09:06.243Z
189,189,,,Kava,KAVA,0.389716,2.66765,UP,421990183,9474308.0,9.12,kava,https://coin-images.coingecko.com/coins/images/9761/large/kava.png?1696509822,03-08-2025,2025-08-03T14:09:06.336Z
190,190,,,Compound,COMP,44.88,1.41107,UP,421525508,44109470.0,910.54,compound-governance-token,https://coin-images.coingecko.com/coins/images/10775/large/COMP.png?1696510737,03-08-2025,2025-08-03T14:09:01.976Z
191,191,,,Arweave,AR,6.4,1.49348,UP,418574295,21867305.0,89.24,arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,03-08-2025,2025-08-03T14:09:00.829Z
192,192,,,Ether.fi,ETHFI,0.993566,4.77112,UP,417707185,85013920.0,8.53,ether-fi,https://coin-images.coingecko.com/coins/images/35958/large/etherfi.jpeg?1710254562,03-08-2025,2025-08-03T14:09:02.737Z
193,193,,,Frax Ether,FRXETH,3472.32,-0.75934,DOWN,416035455,1447799.0,4084.25,frax-ether,https://coin-images.coingecko.com/coins/images/28284/large/frxETH_icon.png?1696527284,03-08-2025,2025-08-03T14:09:02.846Z
194,194,,,Trip,TRIP,14.02,0.77217,UP,413698220,22230.0,14.29,trip,https://coin-images.coingecko.com/coins/images/54717/large/IMG-20250120-184423-846.png?1741186152,03-08-2025,2025-08-03T14:09:07.132Z
195,195,,,dYdX,DYDX,0.54523,1.23346,UP,413154620,10755977.0,4.52,dydx-chain,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,03-08-2025,2025-08-03T14:09:02.821Z
196,196,,,Circle USYC,USYC,1.095,0.0,DOWN,411044918,2.19,1.12,hashnote-usyc,https://coin-images.coingecko.com/coins/images/51054/large/Hashnote_SDYC_200x200.png?1730370965,03-08-2025,2025-08-01T19:10:58.390Z
197,197,,,NEO,NEO,5.82,1.38554,UP,410560636,18083400.0,198.38,neo,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,03-08-2025,2025-08-03T14:09:08.934Z
198,198,,,DeXe,DEXE,7.1,1.01923,UP,406013274,4437500.0,32.38,dexe,https://coin-images.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,03-08-2025,2025-08-03T14:09:02.653Z
199,199,,,MultiversX,EGLD,14.21,2.00723,UP,404828532,13085521.0,545.64,elrond-erd-2,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,03-08-2025,2025-08-03T14:09:02.648Z
200,200,,3.0,Sun Token,SUN,0.02109584,-2.58816,DOWN,404004925,26374880.0,66.45,sun-token,https://coin-images.coingecko.com/coins/images/12424/large/RSFOmQ.png?1696512245,03-08-2025,2025-08-03T14:09:06.928Z
201,201,,,Polygon PoS Bridged WETH (Polygon POS),WETH,3485.88,-0.62168,DOWN,403199754,14884568.0,4090.99,polygon-pos-bridged-weth-polygon-pos,https://coin-images.coingecko.com/coins/images/39708/large/WETH.PNG?1723730343,03-08-2025,2025-08-03T14:09:05.845Z
202,202,,,USDB,USDB,0.994228,-0.51578,DOWN,403943475,846762.0,1.088,usdb,https://coin-images.coingecko.com/coins/images/35595/large/65c67f0ebf2f6a1bd0feb13c_usdb-icon-yellow.png?1709255427,03-08-2025,2025-08-03T14:09:07.674Z
203,203,,,Polygon PoS Bridged DAI (Polygon POS),DAI,0.999639,-0.01224,DOWN,402337400,20385922.0,1.025,polygon-pos-bridged-dai-polygon-pos,https://coin-images.coingecko.com/coins/images/39787/large/dai.png?1724110678,03-08-2025,2025-08-03T14:09:05.396Z
204,204,,,eCash,XEC,2.007e-05,0.21706,UP,399305815,6464166.0,0.00038001,ecash,https://coin-images.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,03-08-2025,2025-08-03T14:09:06.831Z
205,205,,,AIOZ Network,AIOZ,0.335902,0.82865,UP,398592837,10063752.0,2.65,aioz-network,https://coin-images.coingecko.com/coins/images/14631/large/aioz-logo-200.png?1696514309,03-08-2025,2025-08-03T14:09:00.517Z
206,206,,,Venom,VENOM,0.184034,0.98834,UP,385731650,1405477.0,0.782403,venom,https://coin-images.coingecko.com/coins/images/28660/large/Venom_Icon.png?1696527645,03-08-2025,2025-08-03T14:09:07.425Z
207,207,,,Bridged USDC (Polygon PoS Bridge),USDC.E,0.999685,0.00712,UP,386484037,16879737.0,1.028,bridged-usdc-polygon-pos-bridge,https://coin-images.coingecko.com/coins/images/33000/large/usdc.png?1700119918,03-08-2025,2025-08-03T14:09:01.713Z
208,208,,,Treehouse ETH,TETH,4225.58,-0.59108,DOWN,375030263,1973742.0,4837.52,treehouse-eth,https://coin-images.coingecko.com/coins/images/40155/large/tETH_Logo_%28Color__No_Background%29.png?1748368386,03-08-2025,2025-08-03T14:09:07.390Z
209,209,,,Axie Infinity,AXS,2.23,1.15123,UP,371886983,21266512.0,164.9,axie-infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,03-08-2025,2025-08-03T14:09:01.249Z
210,210,,,Chiliz,CHZ,0.03802249,1.3333,UP,370946366,41116090.0,0.878633,chiliz,https://coin-images.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,03-08-2025,2025-08-03T14:09:02.066Z
211,211,,,Olympus,OHM,22.58,1.26082,UP,369850139,416912.0,1415.26,olympus,https://coin-images.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1696514169,03-08-2025,2025-08-03T14:09:09.065Z
212,212,,,Unit Bitcoin,UBTC,114005.0,0.47913,UP,366684239,51650571.0,122998.0,unit-bitcoin,https://coin-images.coingecko.com/coins/images/55066/large/ubtc.jpg?1743580113,03-08-2025,2025-08-03T14:09:07.335Z
213,213,,,ZKsync,ZK,0.050323,0.79074,UP,363955792,16180252.0,0.320983,zksync,https://coin-images.coingecko.com/coins/images/38043/large/ZKTokenBlack.png?1718614502,03-08-2025,2025-08-03T14:09:08.587Z
214,214,,,EigenCloud (prev. EigenLayer),EIGEN,1.12,2.86249,UP,355391571,50715648.0,5.65,eigenlayer,https://coin-images.coingecko.com/coins/images/37441/large/eigencloud.jpg?1751003565,03-08-2025,2025-08-03T14:09:02.784Z
215,215,,,Wormhole,W,0.075209,1.7898,UP,353273986,20945961.0,1.66,wormhole,https://coin-images.coingecko.com/coins/images/35087/large/womrhole_logo_full_color_rgb_2000px_72ppi_fb766ac85a.png?1708688954,03-08-2025,2025-08-03T14:09:08.821Z
216,216,,,WEMIX,WEMIX,0.768533,-0.11448,DOWN,349993439,6103473.0,24.71,wemix-token,https://coin-images.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1696512788,03-08-2025,2025-08-03T14:09:07.578Z
217,217,,7.0,Bybit Staked SOL,BBSOL,177.12,-1.87965,DOWN,350872316,1082680.0,308.6,bybit-staked-sol,https://coin-images.coingecko.com/coins/images/40095/large/400x400.png?1725628094,03-08-2025,2025-08-03T14:09:01.424Z
218,218,,,Beam,BEAM,0.00679804,0.83367,UP,349076473,11331769.0,0.04416304,beam-2,https://coin-images.coingecko.com/coins/images/32417/large/cgicon.png?1747892021,03-08-2025,2025-08-03T14:09:01.399Z
219,219,,,1inch,1INCH,0.249636,2.20425,UP,348410788,22421372.0,8.65,1inch,https://coin-images.coingecko.com/coins/images/13469/large/1inch-token.png?1696513230,03-08-2025,2025-08-03T14:09:00.472Z
220,220,,,Ronin,RON,0.500653,1.37682,UP,346756121,5202845.0,4.45,ronin,https://coin-images.coingecko.com/coins/images/20009/large/photo_2024-04-06_22-52-24.jpg?1712415367,03-08-2025,2025-08-03T14:09:06.394Z
221,221,,,Wrapped HYPE,WHYPE,38.1,0.1542,UP,346582681,88342446.0,49.81,wrapped-hype,https://coin-images.coingecko.com/coins/images/54469/large/_UP3jBsi_400x400.jpg?1739905920,03-08-2025,2025-08-03T14:09:08.123Z
222,222,,,Ether.fi Staked BTC,EBTC,114023.0,0.51694,UP,342446370,39660.0,122924.0,ether-fi-staked-btc,https://coin-images.coingecko.com/coins/images/50411/large/eBTC.png?1727664788,03-08-2025,2025-08-03T14:09:02.593Z
223,223,,,Movement,MOVE,0.128679,0.40147,UP,341006684,18391656.0,1.45,movement,https://coin-images.coingecko.com/coins/images/39345/large/movement-testnet-token.png?1721878759,03-08-2025,2025-08-03T14:09:08.891Z
224,224,,,Axelar,AXL,0.336936,1.75717,UP,340869692,12365752.0,2.64,axelar,https://coin-images.coingecko.com/coins/images/27277/large/V-65_xQ1_400x400.jpeg?1696526329,03-08-2025,2025-08-03T14:09:01.067Z
225,225,,,DeepBook,DEEP,0.136205,3.81186,UP,340512663,33859562.0,0.341085,deep,https://coin-images.coingecko.com/coins/images/50648/large/DEEP_Logo_256x256_px_%282%29.png?1728612340,03-08-2025,2025-08-03T14:09:02.170Z
226,226,,,Wrapped AVAX,WAVAX,21.41,-0.94573,DOWN,336697352,42379031.0,2000.68,wrapped-avax,https://coin-images.coingecko.com/coins/images/15075/large/wrapped-avax.png?1696514734,03-08-2025,2025-08-03T14:09:08.412Z
227,227,10.0,,Convex Finance,CVX,4.08,5.42194,UP,334413515,35693238.0,60.09,convex-finance,https://coin-images.coingecko.com/coins/images/15585/large/convex.png?1696515221,03-08-2025,2025-08-03T14:09:03.287Z
228,228,,,BENQI Liquid Staked AVAX,SAVAX,26.08,-0.70329,DOWN,334649252,11567962.0,103.55,benqi-liquid-staked-avax,https://coin-images.coingecko.com/coins/images/23657/large/savax_blue.png?1696522860,03-08-2025,2025-08-03T14:09:07.803Z
229,229,,,Polygon Bridged WBTC (Polygon POS),WBTC,113854.0,0.44371,UP,332850508,5526566.0,122558.0,polygon-bridged-wbtc-polygon-pos,https://coin-images.coingecko.com/coins/images/39530/large/wbtc.png?1722809402,03-08-2025,2025-08-03T14:09:05.664Z
230,230,,,EOS,EOS,0.497065,1.00204,UP,332732369,419927.0,22.71,eos,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,03-08-2025,2025-08-03T14:09:02.826Z
231,231,,,Qubic,QUBIC,2.7e-06,2.81483,UP,329297815,9495934.0,1.256e-05,qubic-network,https://coin-images.coingecko.com/coins/images/32949/large/qubic-logo-new.png?1753939209,03-08-2025,2025-08-03T14:09:05.489Z
232,232,,,Global Dollar,USDG,0.999767,0.01389,UP,326863477,9448098.0,1.65,global-dollar,https://coin-images.coingecko.com/coins/images/51281/large/GDN_USDG_Token_200x200.png?1730484111,03-08-2025,2025-08-03T14:09:02.960Z
233,233,,,Terra Luna Classic,LUNC,5.821e-05,0.71171,UP,325914964,16210260.0,119.18,terra-luna,https://coin-images.coingecko.com/coins/images/8284/large/01_LunaClassic_color.png?1696508486,03-08-2025,2025-08-03T14:09:06.982Z
234,234,,,Aethir,ATH,0.03057607,2.11973,UP,325002627,38624937.0,0.118536,aethir,https://coin-images.coingecko.com/coins/images/36179/large/logogram_circle_dark_green_vb_green_%281%29.png?1718232706,03-08-2025,2025-08-03T14:09:00.658Z
235,235,,,Akash Network,AKT,1.17,1.53433,UP,323220505,6311679.0,8.07,akash-network,https://coin-images.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,03-08-2025,2025-08-03T14:09:00.576Z
236,236,,,JUST,JST,0.03242309,-1.63255,DOWN,320877029,28319714.0,0.193254,just,https://coin-images.coingecko.com/coins/images/11095/large/JUST.jpg?1696511035,03-08-2025,2025-08-03T14:09:06.001Z
237,237,,,Gnosis,GNO,118.51,0.00122,UP,312879926,7642813.0,644.2,gnosis,https://coin-images.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1696501854,03-08-2025,2025-08-03T14:09:03.189Z
238,238,,,SuperVerse,SUPER,0.69257,1.69434,UP,312593891,11467061.0,4.74,superfarm,https://coin-images.coingecko.com/coins/images/14040/large/SV-Logo-200x200.png?1706880312,03-08-2025,2025-08-03T14:09:06.766Z
239,239,,,Binance-Peg BUSD,BUSD,0.998802,-0.14901,DOWN,312405823,3055224.0,1.064,binance-peg-busd,https://coin-images.coingecko.com/coins/images/31273/large/new_binance-peg-busd.png?1696530096,03-08-2025,2025-08-03T14:09:02.834Z
240,240,,,Trust Wallet,TWT,0.737784,-0.00336,DOWN,307450053,8667610.0,2.72,trust-wallet-token,https://coin-images.coingecko.com/coins/images/11085/large/Trust.png?1696511026,03-08-2025,2025-08-03T14:09:07.304Z
241,241,,,ETHPlus,ETH+,3665.26,-0.78375,DOWN,306871808,388595.0,4194.11,reserve-protocol-eth-plus,https://coin-images.coingecko.com/coins/images/38061/large/ETH__Logo.png?1716440789,03-08-2025,2025-08-03T14:09:05.718Z
242,242,,,GHO,GHO,0.999093,0.04232,UP,305107765,44558688.0,1.03,gho,https://coin-images.coingecko.com/coins/images/30663/large/gho-token-logo.png?1720517092,03-08-2025,2025-08-03T14:09:03.022Z
243,243,,,Amp,AMP,0.00360426,5.08949,UP,303843775,38941332.0,0.120813,amp-token,https://coin-images.coingecko.com/coins/images/12409/large/amp-200x200.png?1696512231,03-08-2025,2025-08-03T14:09:00.814Z
244,244,,,Staked Frax Ether,SFRXETH,3926.63,-0.77757,DOWN,299694116,156613.0,7545.09,staked-frax-ether,https://coin-images.coingecko.com/coins/images/28285/large/sfrxETH_icon.png?1696527285,03-08-2025,2025-08-03T14:09:06.453Z
245,245,,,Legacy Frax Dollar,FRAX,0.997862,0.06393,UP,298001611,18764690.0,1.14,frax,https://coin-images.coingecko.com/coins/images/13422/large/LFRAX.png?1751911193,03-08-2025,2025-08-03T14:09:06.248Z
246,246,,,Turbo,TURBO,0.00429674,0.18599,UP,296419014,33347039.0,0.01431669,turbo,https://coin-images.coingecko.com/coins/images/30117/large/TurboMark-QL_200.png?1708079597,03-08-2025,2025-08-03T14:09:07.474Z
247,247,,,Creditcoin,CTC,0.641201,1.39033,UP,294519782,7199961.0,8.67,creditcoin-2,https://coin-images.coingecko.com/coins/images/10569/large/Creditcoin_Symbol_dark56.png?1737796066,03-08-2025,2025-08-03T14:09:03.143Z
248,248,,,Polygon,MATIC,0.200569,1.60136,UP,289154188,704070.0,2.92,matic-network,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,03-08-2025,2025-08-03T14:09:08.526Z
249,249,,,Staked HYPE,STHYPE,37.93,0.09776,UP,287681538,4089478.0,49.79,staked-hype,https://coin-images.coingecko.com/coins/images/54509/large/hyperliquid.jpg?1740065301,03-08-2025,2025-08-03T14:09:06.420Z
250,250,,,Popcat,POPCAT,0.293784,-0.05822,DOWN,287675181,33062764.0,2.05,popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,03-08-2025,2025-08-03T14:09:05.541Z
