name,symbol,current_price,price_change_24h,change_symbol,market_cap,ath,id,image,date,last_updated,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,price_change_percentage_24h_in_currency
Immutable,imx,0.494234,1.22769,UP,934400538,9.52,immutable-x,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,03-08-2025,2025-08-03T14:09:05.386Z,114,988311105,26134888.0,0.498147,0.473912,1.22769,10079457.0,1.09047,1890903648.3898141,2000000000.0,2000000000.0,-94.80872,2021-11-26T01:03:01.536Z,0.343711,43.78586,2025-06-22T20:21:37.426Z,,1.2276934216753475
Fartcoin,fartcoin,0.930092,-1.17395,DOWN,930076492,2.48,fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,03-08-2025,2025-08-03T14:09:03.012Z,115,930076492,152188471.0,0.94539,0.877977,-1.17395,-9972613.127235651,-1.06086,999983268.855328,999983268.855328,1000000000.0,-62.46777,2025-01-19T20:41:07.782Z,0.02002855,4545.24907,2024-10-30T07:56:04.381Z,,-1.1739496303256522
Arbitrum Bridged WBTC (Arbitrum One),wbtc,113840.0,0.47046,UP,909454370,122778.0,arbitrum-bridged-wbtc-arbitrum-one,https://coin-images.coingecko.com/coins/images/39532/large/wbtc.png?1722810336,03-08-2025,2025-08-03T14:09:00.920Z,116,909454370,123224659.0,114118.0,111743.0,0.47046,4523664.0,0.49989,7988.78343174,7988.78343174,,-7.28185,2025-07-14T07:45:32.952Z,49594.0,129.5392,2024-08-05T13:30:13.831Z,,0.47045585881871677
PancakeSwap,cake,2.58,0.31655,UP,890102210,43.96,pancakeswap-token,https://coin-images.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1696512440,03-08-2025,2025-08-03T14:09:05.608Z,117,940670578,75736469.0,2.6,2.5,0.31655,1898024.0,0.21369,345046973.9199431,364649736.733956,450000000.0,-94.13044,2021-04-30T10:08:22.934Z,0.194441,1227.15596,2020-11-03T14:29:34.165Z,,0.31654762360787475
dogwifhat,wif,0.889517,2.7011,UP,888462342,4.83,dogwifcoin,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,03-08-2025,2025-08-03T14:09:02.538Z,118,888462342,256461590.0,0.897437,0.823125,2.7011,21090815.0,2.43158,998926392.0,998926392.0,998926392.0,-81.56237,2024-03-31T09:34:58.366Z,0.00155464,57128.76767,2023-12-13T07:13:50.873Z,,2.7011030431607117
clBTC,clbtc,114156.0,-0.4211,DOWN,881651642,129190.0,clbtc,https://coin-images.coingecko.com/coins/images/54164/large/clBTC.png?1738482999,03-08-2025,2025-08-03T07:09:16.160Z,119,881651642,7.56,114750.0,110676.0,-0.4211,-4313320.076574922,-0.48685,7723.217000000001,7723.217000000001,,-11.6368,2025-07-24T19:16:34.717Z,51493.0,121.69294,2025-04-21T12:36:24.067Z,,-0.42110099098796977
SyrupUSDC,syrupusdc,1.12,0.12769,UP,854675842,1.12,syrupusdc,https://coin-images.coingecko.com/coins/images/54658/large/SyrupUSDCO.png?1748850129,03-08-2025,2025-08-03T14:09:06.679Z,120,854675842,3059055.0,1.12,1.11,0.12769,1978237.0,0.232,766294975.303191,766294975.303191,,-0.01435,2025-08-02T20:10:53.817Z,1.055,5.74752,2025-08-01T06:27:19.933Z,,0.12768679433286692
Ethereum Name Service,ens,25.22,-0.47568,DOWN,837798701,83.4,ethereum-name-service,https://coin-images.coingecko.com/coins/images/19785/large/ENS.jpg?1727872989,03-08-2025,2025-08-03T14:09:02.931Z,121,2526108613,63566341.0,25.37,24.22,-0.47568,-2542373.0575339794,-0.30254,33165585.054507963,100000000.0,100000000.0,-69.755,2021-11-11T02:20:01.099Z,6.69,276.99467,2023-10-19T02:35:00.861Z,,-0.475676155199206
Marinade Staked SOL,msol,211.79,-1.73962,DOWN,834401224,363.77,msol,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,03-08-2025,2025-08-03T14:09:08.787Z,122,834401224,9264684.0,215.54,205.15,-1.73962,-16459770.93173945,-1.93448,3938926.0,3938926.0,3938926.0,-41.82726,2025-01-19T11:26:02.862Z,8.93,2269.64498,2022-12-29T20:45:33.039Z,,-1.7396192808793072
Tether Gold,xaut,3357.06,0.01575,UP,827559051,3530.16,tether-gold,https://coin-images.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,03-08-2025,2025-08-03T14:09:07.125Z,123,827559051,12106399.0,3361.05,3343.97,0.01575,-179840.96260154247,-0.02173,246524.33,246524.33,,-4.90233,2025-04-22T06:22:47.627Z,1447.84,131.86935,2020-03-19T13:45:41.821Z,,0.01574603185457676
Lido DAO,ldo,0.906109,1.19091,UP,812587659,7.3,lido-dao,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,03-08-2025,2025-08-03T14:09:08.256Z,124,905986824,61396808.0,0.907757,0.85711,1.19091,9270927.0,1.15408,896908914.256508,1000000000.0,1000000000.0,-87.58473,2021-08-20T08:35:20.158Z,0.40615,123.23567,2022-06-18T20:55:12.035Z,,1.1909122267373335
Kaia,kaia,0.137576,-3.30107,DOWN,805664811,0.406698,kaia,https://coin-images.coingecko.com/coins/images/39901/large/KAIA.png?1724734368,03-08-2025,2025-08-03T14:09:05.955Z,125,805664837,32391331.0,0.142273,0.13286,-3.30107,-28707470.317721963,-3.44061,5856641747.106198,5856641936.044253,,-66.08699,2024-12-03T00:11:32.242Z,0.090737,52.00423,2025-04-07T07:06:20.797Z,,-3.3010663449891555
Tezos,xtz,0.757082,1.89103,UP,796861029,9.12,tezos,https://coin-images.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,03-08-2025,2025-08-03T14:09:07.268Z,126,812074260,24015411.0,0.760092,0.72193,1.89103,12534326.0,1.5981,1053281727.890628,1073390401.103384,,-91.70353,2021-10-04T00:41:18.025Z,0.350476,115.79556,2018-12-07T00:00:00.000Z,"{'times': 0.6108123118028055, 'currency': 'usd', 'percentage': 61.081231180280554}",1.89103161472052
Virtuals Protocol,virtual,1.21,1.96514,UP,795246694,5.07,virtual-protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,03-08-2025,2025-08-03T14:09:07.784Z,127,1213523147,159720646.0,1.24,1.14,1.96514,14672917.0,1.87976,655320581.1505271,1000000000.0,1000000000.0,-76.03633,2025-01-02T06:15:38.599Z,0.00748604,16113.67833,2024-01-23T20:55:21.653Z,,1.9651419669241141
Vaulta,a,0.49706,0.41306,UP,786498396,0.778734,vaulta,https://coin-images.coingecko.com/coins/images/55616/large/Vaulta_CEX_Icon_Circle_-_cmc.png?1746859132,03-08-2025,2025-08-03T14:09:07.595Z,128,1044019222,47777278.0,0.498458,0.478341,0.41306,1762352.0,0.22458,1582007876.3095,2100000000.0,2100000000.0,-36.15028,2025-05-28T08:22:53.913Z,0.455113,9.25199,2025-06-22T20:20:22.608Z,,0.4130614415863991
Theta Network,theta,0.748882,1.30773,UP,748300422,15.72,theta-token,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,03-08-2025,2025-08-03T14:09:07.145Z,129,748300422,22197330.0,0.752495,0.713012,1.30773,8847598.0,1.19651,1000000000.0,1000000000.0,1000000000.0,-95.24294,2021-04-16T13:15:11.190Z,0.04039979,1750.99119,2020-03-13T02:24:16.483Z,"{'times': 3.9925484089871115, 'currency': 'usd', 'percentage': 399.2548408987111}",1.3077277531412317
MemeCore,m,0.442527,26.31038,UP,745601899,0.897338,memecore,https://coin-images.coingecko.com/coins/images/53247/large/square-bg-transparent.png?1752637478,03-08-2025,2025-08-03T14:09:08.334Z,131,2358977865,44950200.0,0.502907,0.344968,26.31038,161470428.0,27.64282,1663695809.996596,5263695809.555872,10000000000.0,-49.90952,2025-07-11T15:51:55.240Z,0.04746135,847.04655,2025-07-04T03:56:17.448Z,,26.310380031114033
Super OETH,superoeth,3487.28,-0.6795,DOWN,745581983,4099.87,super-oeth,https://coin-images.coingecko.com/coins/images/39828/large/Super_OETH.png?1724208268,03-08-2025,2025-08-03T14:09:06.634Z,130,745581993,722681.0,3511.13,3375.31,-0.6795,-4158642.732467532,-0.55468,213801.0274659022,213801.0303595172,,-14.83916,2024-12-16T18:57:25.332Z,1312.97,165.92188,2025-03-21T12:27:33.460Z,,-0.6794978073264188
Mantle Restaked ETH,cmeth,3737.5,-0.6254,DOWN,733555000,4298.87,mantle-restaked-eth,https://coin-images.coingecko.com/coins/images/51114/large/symbol.png?1730117724,03-08-2025,2025-08-03T14:09:08.174Z,132,733555000,6959043.0,3761.02,3622.8,-0.6254,-3281005.1436915398,-0.44528,196268.859801891,196268.859801891,,-13.0693,2024-12-16T18:57:30.480Z,1480.7,152.38282,2025-04-09T01:30:47.033Z,,-0.6253958396340773
cgETH Hashkey Cloud,cgeth.hashkey,3650.23,0.40754,UP,729788258,4102.39,cgeth-hashkey-cloud,https://coin-images.coingecko.com/coins/images/54162/large/Cgeth_Hashkey.png?1738482570,03-08-2025,2025-08-03T14:09:01.497Z,133,729788258,48.68,3650.92,3523.13,0.40754,2929524.0,0.40304,199929.02,199929.02,,-11.01778,2025-07-28T07:20:03.737Z,1430.7,155.14654,2025-04-09T01:56:39.147Z,,0.40754366073081927
ether.fi Staked ETH,eeth,3483.59,-0.57058,DOWN,726792969,5307.23,ether-fi-staked-eth,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,03-08-2025,2025-08-03T14:09:02.540Z,134,10527148115,507254.0,3503.58,3353.01,-0.57058,9827510.0,1.37071,208554.22133588188,3020779.218442593,,-34.27797,2024-08-06T16:16:30.007Z,1394.71,150.08889,2025-04-09T01:25:53.228Z,,-0.570575064510241
JasmyCoin,jasmy,0.01489909,2.22255,UP,721260187,4.79,jasmycoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,03-08-2025,2025-08-03T14:09:05.624Z,135,744795732,26937168.0,0.0149912,0.01401848,2.22255,15457469.0,2.19006,48419999999.3058,50000000000.0,50000000000.0,-99.68904,2021-02-16T03:53:32.207Z,0.00275026,441.59658,2022-12-29T20:41:09.113Z,,2.2225543689945866
IOTA,iota,0.18224,1.43459,UP,715311138,5.25,iota,https://coin-images.coingecko.com/coins/images/692/large/IOTA_Thumbnail_%281%29.png?1743772896,03-08-2025,2025-08-03T14:09:05.648Z,136,849806970,15158025.0,0.182607,0.17279,1.43459,7832031.0,1.10703,3930078242.0,4669028208.0,,-96.53164,2017-12-19T00:00:00.000Z,0.081637,122.99444,2020-03-13T02:22:41.168Z,"{'times': 0.19261149981270223, 'currency': 'btc', 'percentage': 19.261149981270226}",1.4345944739220218
OUSG,ousg,112.03,0.0,DOWN,701072269,112.03,ousg,https://coin-images.coingecko.com/coins/images/29023/large/OUSG.png?1696527993,03-08-2025,2025-08-03T14:05:15.947Z,137,701072269,0.0,112.03,112.03,0.0,0.0,0.0,6257878.114346326,6257878.114346326,,0.0,2025-08-01T21:15:22.073Z,95.09,17.81434,2023-03-22T20:00:17.106Z,,0.0
GALA,gala,0.01502049,0.74947,UP,683264731,0.824837,gala,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,03-08-2025,2025-08-03T14:09:03.271Z,138,683264731,78925879.0,0.01510791,0.01434244,0.74947,5876536.0,0.86753,45499539088.72839,45499539088.72839,50000000000.0,-98.17929,2021-11-26T01:03:48.731Z,0.00013475,11045.03383,2020-12-28T08:46:48.367Z,,0.7494675591511563
Raydium,ray,2.55,-1.35859,DOWN,682590069,16.83,raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,03-08-2025,2025-08-03T14:09:06.118Z,139,1413662676,48231420.0,2.58,2.44,-1.35859,-9994809.46463263,-1.44312,267982945.783141,555000000.0,555000000.0,-84.86562,2021-09-12T20:20:23.998Z,0.134391,1795.62237,2022-12-29T22:15:53.927Z,,-1.3585863282585486
Ondo US Dollar Yield,usdy,1.086,-0.13983,DOWN,681737658,1.26,ondo-us-dollar-yield,https://coin-images.coingecko.com/coins/images/31700/large/usdy_%281%29.png?1696530524,03-08-2025,2025-08-03T14:09:08.940Z,140,681879379,532715.0,1.091,1.075,-0.13983,-889995.9789143801,-0.13038,627771536.5799218,627902038.7851254,,-14.0257,2024-03-27T05:24:08.110Z,0.934184,16.23998,2024-01-14T11:40:50.825Z,,-0.13983215927220027
Stables Labs USDX,usdx,0.998258,-0.01806,DOWN,676294344,1.057,usdx-money-usdx,https://coin-images.coingecko.com/coins/images/50360/large/USDX200px.png?1731906044,03-08-2025,2025-08-03T14:09:07.385Z,141,676294344,568272.0,0.998438,0.996771,-0.01806,393321.0,0.05819,677474750.3581944,677474750.3581944,,-5.6098,2024-12-06T21:42:23.559Z,0.944423,5.67018,2025-02-05T20:50:54.140Z,,-0.018061585068684084
Aerodrome Finance,aero,0.762121,-0.29099,DOWN,662162097,2.32,aerodrome-finance,https://coin-images.coingecko.com/coins/images/31745/large/token.png?1696530564,03-08-2025,2025-08-03T14:09:00.489Z,142,1300150222,32429844.0,0.769952,0.732276,-0.29099,-693630.819242239,-0.10464,868768187.8230242,1705819702.766999,,-66.97511,2024-12-07T14:00:38.622Z,1.861e-05,4111491.01659,2023-10-17T01:23:50.860Z,,-0.29099372486174313
Pendle,pendle,3.99,0.87811,UP,661063712,7.5,pendle,https://coin-images.coingecko.com/coins/images/15069/large/Pendle_Logo_Normal-03.png?1696514728,03-08-2025,2025-08-03T14:09:05.237Z,143,1122252267,89116725.0,3.99,3.68,0.87811,5552191.0,0.847,165833997.8439384,281527448.4585314,281527448.4585314,-46.89276,2024-04-11T08:25:36.646Z,0.03377729,11697.53611,2022-11-14T20:15:58.336Z,,0.8781109427699144
tBTC,tbtc,113602.0,0.39719,UP,655102209,122930.0,tbtc,https://coin-images.coingecko.com/coins/images/11224/large/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1696511155,03-08-2025,2025-08-03T14:09:06.988Z,144,655102209,4438775.0,113921.0,111692.0,0.39719,2830929.0,0.43401,5767.748010249999,5767.748010249999,,-7.58652,2025-07-14T07:57:21.537Z,10104.3,1024.31347,2020-09-23T00:00:00.000Z,,0.3971913618192324
The Sandbox,sand,0.264656,0.5273,UP,647220029,8.4,the-sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,03-08-2025,2025-08-03T14:09:07.363Z,145,793856708,36204644.0,0.265722,0.253486,0.5273,3301878.0,0.51278,2445857126.2233224,3000000000.0,3000000000.0,-96.84892,2021-11-25T06:04:40.957Z,0.02897764,813.08259,2020-11-04T15:59:14.441Z,,0.5273032311561451
BitTorrent,btt,6.54505e-07,-0.28351,DOWN,645409522,3.43e-06,bittorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,03-08-2025,2025-08-03T14:09:01.399Z,146,647987634,21234447.0,6.56383e-07,6.37126e-07,-0.28351,-1893795.1818203926,-0.29257,986061142857000.0,990000000000000.0,990000000000000.0,-80.92577,2022-01-21T04:00:31.909Z,3.65368e-07,79.13503,2023-10-13T05:10:41.241Z,,-0.2835115846770876
Pyth Network,pyth,0.111781,0.97265,UP,642625260,1.2,pyth-network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,03-08-2025,2025-08-03T14:09:08.485Z,147,1117612022,19023952.0,0.112858,0.105727,0.97265,5672129.0,0.89051,5749985209.097838,10000000000.0,10000000000.0,-90.66808,2024-03-16T07:01:15.357Z,0.081442,37.08482,2025-06-22T20:20:35.064Z,,0.9726451342418235
L2 Standard Bridged WETH (Base),weth,3488.62,-0.54023,DOWN,629964855,4096.05,l2-standard-bridged-weth-base,https://coin-images.coingecko.com/coins/images/39810/large/weth.png?1724139790,03-08-2025,2025-08-03T14:09:07.691Z,148,629964855,642065303.0,3509.02,3374.24,-0.54023,2319652.0,0.36958,180577.8874439647,180577.8874439647,,-14.71684,2024-12-06T20:26:07.826Z,1394.17,150.56015,2025-04-09T01:31:06.248Z,,-0.5402308181028943
Jito,jto,1.68,0.34469,UP,607103974,6.01,jito-governance-token,https://coin-images.coingecko.com/coins/images/33228/large/jto.png?1701137022,03-08-2025,2025-08-03T14:09:05.853Z,149,1682873914,20548449.0,1.7,1.61,0.34469,1607708.0,0.26552,360754283.9,1000000000.0,,-71.98972,2023-12-07T16:04:48.717Z,1.43,18.16362,2025-04-07T06:57:23.706Z,,0.34468623524370995
Ripple USD,rlusd,0.999399,-0.10871,DOWN,603174257,1.073,ripple-usd,https://coin-images.coingecko.com/coins/images/39651/large/RLUSD_200x200_%281%29.png?1727376633,03-08-2025,2025-08-03T14:09:06.265Z,150,603174257,57855033.0,1.002,0.996116,-0.10871,533461.0,0.08852,602743523.84,602743523.84,,-6.85243,2024-12-26T10:45:52.337Z,0.962292,3.84623,2024-12-18T04:40:40.880Z,,-0.1087080259671602
Usual USD,usd0,0.997966,0.05821,UP,582429893,1.33,usual-usd,https://coin-images.coingecko.com/coins/images/38272/large/USD0LOGO.png?1716962811,03-08-2025,2025-08-03T14:09:07.399Z,151,582429893,250935.0,0.998056,0.997341,0.05821,355269.0,0.06103,583601353.9320651,583601353.9320651,,-24.7163,2024-07-12T08:28:59.311Z,0.962885,3.65057,2025-04-10T08:30:51.088Z,,0.05821004176775217
AB,ab,0.00822275,-0.94967,DOWN,582095007,0.01727373,newton-project,https://coin-images.coingecko.com/coins/images/4376/large/400%E6%96%B9.png?1740377493,03-08-2025,2025-08-03T14:09:09.295Z,152,812848376,47015926.0,0.00831279,0.00822381,-0.94967,-4485197.954054236,-0.76464,70769360587.95,98823661261.46,100000000000.0,-52.37273,2025-03-22T08:04:44.760Z,3.8e-06,216125.47318,2022-10-11T02:32:18.937Z,"{'times': 2.426147860306828, 'currency': 'usd', 'percentage': 242.61478603068278}",-0.9496661145937655
Zcash,zec,35.86,1.42085,UP,580831021,3191.93,zcash,https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,03-08-2025,2025-08-03T14:09:08.196Z,153,580920037,57377338.0,36.28,34.76,1.42085,8294184.0,1.44867,16200490.7905448,16202973.6030448,21000000.0,-98.87724,2016-10-29T00:00:00.000Z,16.08,122.8702,2024-07-05T04:22:29.321Z,,1.4208489174132843
Flow,flow,0.36043,0.41662,UP,576398794,42.4,flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,03-08-2025,2025-08-03T14:09:02.693Z,154,576398794,15544708.0,0.363282,0.346501,0.41662,2814510.0,0.49069,1599321655.647005,1599321655.647005,,-99.14933,2021-04-05T13:49:10.098Z,0.292024,23.50323,2025-06-22T20:20:12.921Z,,0.4166190665033204
USDD,usdd,0.999888,0.02362,UP,570614387,1.052,usdd,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,03-08-2025,2025-08-03T14:09:07.229Z,155,570614387,7633685.0,0.999988,0.998818,0.02362,3711427.0,0.65468,570698531.0,570698531.0,,-4.94084,2023-10-23T22:45:25.398Z,0.928067,7.73472,2022-06-19T16:15:11.558Z,,0.023621000222007523
Avalanche Bridged BTC (Avalanche),btc.b,113924.0,0.42447,UP,560539644,123072.0,bitcoin-avalanche-bridged-btc-b,https://coin-images.coingecko.com/coins/images/26115/large/btcb.png?1696525205,03-08-2025,2025-08-03T14:09:01.264Z,156,560539644,60843951.0,114230.0,111944.0,0.42447,10267851.0,1.86596,4920.0690162,4920.0690162,,-7.43526,2025-07-14T07:42:33.403Z,7806.11,1359.38536,2023-03-03T05:01:42.603Z,,0.4244675435280605
Solv Protocol Staked BTC,xsolvbtc,112731.0,-0.21889,DOWN,551126585,121137.0,solv-protocol-solvbtc-bbn,https://coin-images.coingecko.com/coins/images/39384/large/xSolvBTC.png?1744170824,03-08-2025,2025-08-03T14:09:06.386Z,157,551126585,309033.0,113668.0,111416.0,-0.21889,-1648071.3597289324,-0.29815,4847.402699391136,4847.402699391136,21000000.0,-6.93094,2025-07-14T07:15:25.142Z,11402.13,888.77205,2024-09-10T17:58:43.974Z,,-0.21888906089502325
Stader ETHx,ethx,3716.79,-0.54357,DOWN,543387814,4275.3,stader-ethx,https://coin-images.coingecko.com/coins/images/30870/large/staderx.png?1696529717,03-08-2025,2025-08-03T14:09:06.347Z,158,543387814,126943.0,3739.16,3593.72,-0.54357,-3222748.8270760775,-0.58959,146224.6358411647,146224.6358411647,,-12.89231,2024-12-16T18:57:35.904Z,1474.49,152.5696,2025-04-09T01:32:31.885Z,,-0.5435682016431875
Morpho,morpho,1.67,1.01485,UP,538048589,4.17,morpho,https://coin-images.coingecko.com/coins/images/29837/large/Morpho-token-icon.png?1726771230,03-08-2025,2025-08-03T14:09:08.786Z,159,1665068643,19863219.0,1.68,1.57,1.01485,5786052.0,1.08707,323138983.76675946,1000000000.0,1000000000.0,-60.04027,2025-01-17T12:46:19.818Z,0.713151,133.69002,2024-11-25T01:55:43.353Z,,1.0148525349722834
Walrus,wal,0.377,-0.29683,DOWN,533237037,0.759179,walrus-2,https://coin-images.coingecko.com/coins/images/54914/large/WAL_logo.png?1742494301,03-08-2025,2025-08-03T14:09:08.034Z,160,1886173748,27129600.0,0.381562,0.362122,-0.29683,-1636796.517776847,-0.30602,1413541667.0,5000000000.0,5000000000.0,-50.2071,2025-05-14T08:10:39.605Z,0.360051,4.98993,2025-06-22T20:31:22.243Z,,-0.29682786068038025
Arbitrum Bridged WETH (Arbitrum One),weth,3489.81,-0.62061,DOWN,530719157,4097.16,arbitrum-bridged-weth-arbitrum-one,https://coin-images.coingecko.com/coins/images/39713/large/WETH.PNG?1723731496,03-08-2025,2025-08-03T14:09:01.482Z,161,530719157,450797589.0,3511.6,3373.11,-0.62061,-3878588.857746184,-0.72552,152080.7254457462,152080.7254457462,,-14.67728,2024-12-06T20:22:25.030Z,1395.31,150.54035,2025-04-09T01:32:31.046Z,,-0.6206087781527962
Beldex,bdx,0.074235,-2.83013,DOWN,530417842,0.450785,beldex,https://coin-images.coingecko.com/coins/images/5111/large/Beldex.png?1696505631,03-08-2025,2025-08-03T14:09:01.107Z,162,737337228,2871769.0,0.076397,0.074211,-2.83013,-15695422.83856821,-2.87402,7147639993.901697,9935979981.465557,,-83.53496,2018-12-17T00:00:00.000Z,0.00027519,26871.58937,2019-11-01T11:05:12.090Z,"{'times': -0.7030602782578259, 'currency': 'usd', 'percentage': -70.30602782578259}",-2.8301299507347855
Decentraland,mana,0.27575,1.25541,UP,529063146,5.85,decentraland,https://coin-images.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,03-08-2025,2025-08-03T14:09:02.206Z,163,604593111,25296344.0,0.277043,0.263889,1.25541,6267639.0,1.19887,1919192152.838888,2193179327.320146,2193179327.320146,-95.28647,2021-11-25T10:04:18.534Z,0.00923681,2885.66426,2017-10-31T00:00:00.000Z,"{'times': 12.78749320555393, 'currency': 'usd', 'percentage': 1278.749320555393}",1.2554089882827568
Helium,hnt,2.79,-2.26341,DOWN,518822603,54.88,helium,https://coin-images.coingecko.com/coins/images/4284/large/helium_logo_use.png?1748092589,03-08-2025,2025-08-03T14:09:04.071Z,164,622172837,8531087.0,2.86,2.73,-2.26341,-12158409.707351387,-2.2898,185957074.495531,223000000.0,223000000.0,-94.91569,2021-11-12T23:08:25.301Z,0.113248,2363.73097,2020-04-18T00:19:10.902Z,,-2.2634110349287297
Brett,brett,0.052011,6.53334,UP,515402378,0.234204,based-brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,03-08-2025,2025-08-03T14:09:01.016Z,166,515402378,47279019.0,0.052887,0.04579003,6.53334,31838076.0,6.58404,9909850568.299517,9909850568.299517,9999998988.0,-77.87837,2024-12-01T16:31:18.357Z,0.00084753,6013.04821,2024-02-29T08:40:24.951Z,,6.533335462319241
Bitcoin SV,bsv,25.91,-0.7095,DOWN,515316268,489.75,bitcoin-cash-sv,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,03-08-2025,2025-08-03T14:09:01.188Z,165,515316268,12141887.0,26.11,25.04,-0.7095,-3916121.7090670466,-0.75421,19901131.25,19901131.25,21000000.0,-94.70525,2021-04-16T17:09:04.630Z,21.43,20.97637,2023-06-10T04:32:12.266Z,,-0.7095043613191365
Binance-Peg Dogecoin,doge,0.198364,-0.47775,DOWN,509207309,0.480585,binance-peg-dogecoin,https://coin-images.coingecko.com/coins/images/15768/large/dogecoin.png?1696515392,03-08-2025,2025-08-03T14:09:01.250Z,167,509207309,2899208.0,0.199316,0.189973,-0.47775,-1871311.536417663,-0.36615,2564000000.0,2564000000.0,,-58.84188,2024-12-08T04:37:38.676Z,0.04955727,299.13341,2022-06-18T20:56:27.223Z,,-0.477753063027812
BUILDon,b,0.495034,0.7803,UP,495318207,0.609597,build-on,https://coin-images.coingecko.com/coins/images/55974/large/T7asvmCb_400x400.jpg?1747902862,03-08-2025,2025-08-03T14:09:01.510Z,168,495318207,27751104.0,0.499261,0.472049,0.7803,4252264.0,0.86593,1000000000.0,1000000000.0,1000000000.0,-18.8851,2025-07-13T02:35:24.090Z,0.175498,181.75526,2025-05-23T11:15:45.539Z,,0.7803008981548215
Onyxcoin,xcn,0.0143261,1.00539,UP,494545280,0.184139,chain-2,https://coin-images.coingecko.com/coins/images/24210/large/onyxlogo.jpg?1696523397,03-08-2025,2025-08-03T14:09:01.615Z,170,693202329,18396101.0,0.01465496,0.01378776,1.00539,4790128.0,0.97807,34531324406.413895,48402432408.48609,48402432408.48609,-92.21991,2022-05-27T11:45:24.820Z,0.0007055,1930.63851,2023-10-11T20:12:02.910Z,,1.005390830432008
Coinbase Wrapped Staked ETH,cbeth,3847.94,-0.47153,DOWN,493834662,4434.57,coinbase-wrapped-staked-eth,https://coin-images.coingecko.com/coins/images/27008/large/cbeth.png?1709186989,03-08-2025,2025-08-03T14:09:02.117Z,169,1435955483,9652273.0,3872.92,3707.59,-0.47153,-5361324.258507192,-1.07399,128392.077838212,373334.0782232124,,-13.2286,2024-12-16T18:55:35.938Z,1036.96,271.08015,2022-11-09T23:45:43.665Z,,-0.4715326237133847
TrueUSD,tusd,0.997832,0.1733,UP,493470614,1.62,true-usd,https://coin-images.coingecko.com/coins/images/3449/large/tusd.png?1696504140,03-08-2025,2025-08-03T14:09:07.392Z,171,493470614,24313665.0,0.998498,0.994596,0.1733,943175.0,0.1915,494515083.0,494515083.0,,-38.35431,2018-08-26T20:41:09.375Z,0.88355,12.9244,2020-03-12T10:47:51.380Z,,0.1732995802682849
Telcoin,tel,0.00525546,9.55801,UP,486488626,0.064483,telcoin,https://coin-images.coingecko.com/coins/images/1899/large/tel.png?1696502892,03-08-2025,2025-08-03T14:09:07.025Z,172,525494880,2506370.0,0.00526829,0.00464738,9.55801,42341030.0,9.5331,92577234366.71,100000000000.0,100000000000.0,-91.84828,2021-05-11T00:32:24.043Z,6.474e-05,8019.79532,2020-03-13T02:24:47.992Z,"{'times': 4.255460660469338, 'currency': 'usd', 'percentage': 425.5460660469338}",9.55801177982063
Maple Finance,syrup,0.404183,0.72506,UP,482766217,0.653229,syrup,https://coin-images.coingecko.com/coins/images/51232/large/_syrup_token_logo.png?1747292046,03-08-2025,2025-08-03T14:09:06.866Z,173,485131386,58161668.0,0.410448,0.386504,0.72506,3685612.0,0.76931,1194423984.1163807,1200275708.54902,,-38.07673,2025-06-25T14:15:45.145Z,0.085229,374.60351,2025-04-07T07:46:35.793Z,,0.7250553263364448
